Date,USD (PM),10_mean
2017-07-05,1220.3,1240.8349999999998
2017-07-06,1224.9,1238.245
2017-07-07,1215.65,1234.2399999999998
2017-07-10,1211.9,1230.9049999999997
2017-07-11,1211.05,1227.0549999999998
2017-07-12,1218.8,1224.1349999999998
2017-07-13,1218.9,1221.6749999999997
2017-07-14,1230.3,1220.4799999999996
2017-07-17,1234.1,1220.9649999999997
2017-07-18,1240.75,1222.6649999999995
2017-07-19,1242.15,1224.8499999999997
2017-07-20,1238.7,1226.2299999999998
2017-07-21,1248.55,1229.5199999999998
2017-07-24,1255.55,1233.8849999999998
2017-07-25,1254.4,1238.2199999999998
2017-07-26,1248.1,1241.1499999999999
2017-07-27,1261.1,1245.37
2017-07-28,1264.9,1248.83
2017-07-31,1267.55,1252.1749999999997
2017-08-01,1270.95,1255.195
2017-08-02,1269.6,1257.94
2017-08-03,1268.1,1260.8799999999999
2017-08-04,1257.7,1261.795
2017-08-07,1258.0,1262.0400000000002
2017-08-08,1261.8,1262.7800000000002
2017-08-09,1271.05,1265.075
2017-08-10,1284.4,1267.405
2017-08-11,1286.1,1269.525
2017-08-14,1282.3,1271.0
2017-08-15,1270.3,1270.935
2017-08-16,1272.75,1271.2499999999998
2017-08-17,1285.15,1272.9549999999997
2017-08-18,1295.8,1276.7649999999996
2017-08-21,1292.9,1280.2549999999997
2017-08-22,1284.2,1282.4949999999997
2017-08-23,1286.65,1284.0549999999998
2017-08-24,1289.0,1284.5149999999999
2017-08-25,1285.3,1284.4349999999997
2017-08-29,1318.65,1288.0699999999997
2017-08-30,1308.5,1291.8899999999999
2017-08-31,1311.75,1295.7899999999997
2017-09-01,1320.4,1299.3149999999998
2017-09-04,1333.1,1303.0449999999998
2017-09-05,1335.55,1307.31
2017-09-06,1337.85,1312.6749999999997
2017-09-07,1343.5,1318.36
2017-09-08,1346.25,1324.0849999999998
2017-09-11,1334.2,1328.975
2017-09-12,1326.5,1329.76
2017-09-13,1327.55,1331.665
2017-09-14,1324.55,1332.945
2017-09-15,1322.85,1333.19
2017-09-18,1312.1,1331.09
2017-09-19,1309.6,1328.4950000000001
2017-09-20,1311.3,1325.84
2017-09-21,1292.1,1320.7
2017-09-22,1294.8,1315.5549999999998
2017-09-25,1293.3,1311.4649999999997
2017-09-26,1300.05,1308.8199999999997
2017-09-27,1282.55,1304.3199999999997
2017-09-28,1283.35,1300.1999999999998
2017-09-29,1283.1,1296.225
2017-10-02,1273.7,1292.3849999999998
2017-10-03,1271.25,1288.5499999999997
2017-10-04,1274.25,1284.8449999999998
2017-10-05,1274.5,1283.0849999999998
2017-10-06,1261.8,1279.7849999999999
2017-10-09,1278.75,1278.33
2017-10-10,1291.4,1277.465
2017-10-11,1289.25,1278.135
2017-10-12,1290.25,1278.825
2017-10-13,1299.6,1280.475
2017-10-16,1303.3,1283.435
2017-10-17,1284.75,1284.7849999999999
2017-10-18,1280.2,1285.3799999999999
2017-10-19,1286.4,1286.57
2017-10-20,1281.2,1288.51
2017-10-23,1274.9,1288.125
2017-10-24,1276.45,1286.63
2017-10-25,1275.0,1285.2050000000002
2017-10-26,1273.75,1283.555
2017-10-27,1266.45,1280.2400000000002
2017-10-30,1272.0,1277.1100000000001
2017-10-31,1270.15,1275.65
2017-11-01,1277.05,1275.335
2017-11-02,1279.2,1274.6150000000002
2017-11-03,1267.2,1273.2150000000001
2017-11-06,1270.9,1272.815
2017-11-07,1275.6,1272.73
2017-11-08,1284.0,1273.63
2017-11-09,1284.8,1274.7350000000001
2017-11-10,1284.3,1276.52
2017-11-13,1277.95,1277.115
2017-11-14,1274.6,1277.56
2017-11-15,1282.2,1278.0750000000003
2017-11-16,1280.0,1278.1550000000002
2017-11-17,1284.35,1279.8700000000001
2017-11-20,1286.2,1281.4
2017-11-21,1283.3,1282.17
2017-11-22,1286.95,1282.4650000000001
2017-11-23,1290.35,1283.0200000000002
2017-11-24,1290.5,1283.6400000000003
2017-11-27,1294.9,1285.3350000000003
2017-11-28,1291.85,1287.0600000000002
2017-11-29,1283.85,1287.2250000000001
2017-11-30,1280.2,1287.2450000000003
2017-12-01,1275.5,1286.3600000000001
2017-12-04,1273.45,1285.0850000000003
2017-12-05,1266.3,1283.3850000000002
2017-12-06,1263.7,1281.0600000000002
2017-12-07,1255.0,1277.525
2017-12-08,1250.65,1273.5400000000002
2017-12-11,1247.15,1268.765
2017-12-12,1240.9,1263.67
2017-12-13,1242.65,1259.55
2017-12-14,1251.0,1256.6299999999999
2017-12-15,1254.6,1254.54
2017-12-18,1260.6,1253.2549999999999
2017-12-19,1260.35,1252.66
2017-12-20,1264.55,1252.745
2017-12-21,1264.55,1253.6999999999998
2017-12-27,1279.4,1256.5749999999998
2017-12-28,1291.0,1260.9599999999998
2018-01-02,1312.05,1268.0749999999998
2018-01-03,1314.9,1275.2999999999997
2018-01-04,1314.5,1281.6499999999999
2018-01-05,1317.15,1287.9049999999997
2018-01-08,1319.95,1293.8399999999997
2018-01-09,1311.0,1298.9049999999997
2018-01-10,1319.75,1304.4249999999997
2018-01-11,1323.05,1310.2749999999999
2018-01-12,1326.8,1315.0149999999999
2018-01-15,1339.25,1319.8399999999997
2018-01-16,1333.85,1322.02
2018-01-17,1335.65,1324.0949999999998
2018-01-18,1332.2,1325.865
2018-01-19,1334.95,1327.645
2018-01-22,1332.6,1328.91
2018-01-23,1333.4,1331.15
2018-01-24,1353.7,1334.545
2018-01-25,1354.95,1337.7350000000001
2018-01-26,1353.15,1340.3700000000003
2018-01-29,1343.85,1340.8300000000004
2018-01-30,1344.9,1341.9350000000002
2018-01-31,1345.05,1342.8750000000002
2018-02-01,1341.35,1343.7900000000002
2018-02-02,1331.15,1343.41
2018-02-05,1333.6,1343.51
2018-02-06,1331.4,1343.31
2018-02-07,1324.65,1340.405
2018-02-08,1315.45,1336.455
2018-02-09,1314.1,1332.55
2018-02-12,1322.3,1330.395
2018-02-13,1325.35,1328.44
2018-02-14,1336.25,1327.56
2018-02-15,1352.45,1328.67
2018-02-16,1352.1,1330.765
2018-02-19,1346.6,1332.065
2018-02-20,1339.85,1332.9100000000003
2018-02-21,1330.5,1333.4950000000003
2018-02-22,1328.35,1334.7850000000003
2018-02-23,1327.95,1336.1700000000003
2018-02-26,1333.5,1337.2900000000004
2018-02-27,1325.75,1337.3300000000004
2018-02-28,1317.85,1335.4900000000002
2018-03-01,1307.75,1331.0200000000002
2018-03-02,1322.3,1328.0400000000002
2018-03-05,1320.4,1325.42
2018-03-06,1331.4,1324.575
2018-03-07,1329.4,1324.465
2018-03-08,1321.0,1323.73
2018-03-09,1320.6,1322.995
2018-03-12,1319.15,1321.56
2018-03-13,1322.75,1321.2599999999998
2018-03-14,1323.55,1321.8299999999997
2018-03-15,1318.75,1322.9299999999998
2018-03-16,1310.1,1321.7099999999998
2018-03-19,1312.4,1320.9099999999999
2018-03-20,1311.0,1318.87
2018-03-21,1321.35,1318.065
2018-03-22,1329.15,1318.8799999999999
2018-03-23,1346.6,1321.48
2018-03-26,1352.4,1324.8049999999998
2018-03-27,1341.45,1326.675
2018-03-28,1332.45,1327.565
2018-03-29,1323.85,1328.0750000000003
2018-04-03,1333.45,1330.4100000000003
2018-04-04,1337.3,1332.9
2018-04-05,1327.7,1334.5700000000002
2018-04-06,1331.2,1335.5550000000003
2018-04-09,1331.95,1335.8350000000005
2018-04-10,1338.95,1335.0700000000004
2018-04-11,1350.75,1334.9050000000004
2018-04-12,1341.35,1334.8950000000004
2018-04-13,1343.7,1336.0200000000004
2018-04-16,1349.35,1338.5700000000004
2018-04-17,1342.1,1339.4350000000004
2018-04-18,1351.45,1340.8500000000006
2018-04-19,1348.6,1342.9400000000005
2018-04-20,1336.75,1343.4950000000003
2018-04-23,1324.3,1342.7300000000002
2018-04-24,1328.85,1341.7200000000003
2018-04-25,1321.65,1338.8100000000002
2018-04-26,1320.7,1336.7450000000003
2018-04-27,1321.5,1334.525
2018-04-30,1313.2,1330.9100000000003
2018-05-01,1307.1,1327.4100000000003
2018-05-02,1304.2,1322.6850000000002
2018-05-03,1315.05,1319.3300000000002
2018-05-04,1309.4,1316.595
2018-05-08,1306.6,1314.8250000000003
2018-05-09,1313.85,1313.3250000000003
2018-05-10,1318.8,1313.0400000000002
2018-05-11,1324.35,1313.4050000000002
2018-05-14,1319.85,1313.2400000000002
2018-05-15,1295.0,1311.42
2018-05-16,1291.25,1309.835
2018-05-17,1289.5,1308.365
2018-05-18,1288.3,1305.69
2018-05-21,1288.35,1303.585
2018-05-22,1293.05,1302.23
2018-05-23,1289.0,1299.745
2018-05-24,1304.85,1298.35
2018-05-25,1303.5,1296.2649999999999
2018-05-29,1295.5,1293.83
2018-05-30,1300.7,1294.4
2018-05-31,1305.35,1295.81
2018-06-01,1294.6,1296.3200000000002
2018-06-04,1295.45,1297.0350000000003
2018-06-05,1292.05,1297.4050000000002
2018-06-06,1300.1,1298.1100000000001
2018-06-07,1297.25,1298.9350000000002
2018-06-08,1298.25,1298.275
2018-06-11,1299.6,1297.8850000000002
2018-06-12,1298.65,1298.2000000000003
2018-06-13,1296.15,1297.7450000000001
2018-06-14,1302.75,1297.4850000000001
2018-06-15,1285.25,1296.55
2018-06-18,1281.55,1295.1599999999999
2018-06-19,1276.15,1293.57
2018-06-20,1274.2,1290.98
2018-06-21,1266.15,1287.87
2018-06-22,1269.15,1284.9599999999998
2018-06-25,1268.7,1281.87
2018-06-26,1260.3,1278.0349999999999
2018-06-27,1254.6,1273.8799999999999
2018-06-28,1251.55,1268.7599999999998
2018-06-29,1250.45,1265.28
2018-07-02,1247.8,1261.905
2018-07-03,1251.75,1259.465
2018-07-04,1255.65,1257.61
2018-07-05,1255.5,1256.5449999999998
2018-07-06,1255.35,1255.165
2018-07-09,1262.05,1254.4999999999998
2018-07-10,1254.0,1253.87
2018-07-11,1251.4,1253.5499999999997
2018-07-12,1245.9,1252.985
2018-07-13,1241.7,1252.11
2018-07-16,1241.1,1251.44
2018-07-17,1232.8,1249.5449999999998
2018-07-18,1224.5,1246.4299999999998
2018-07-19,1217.55,1242.6349999999998
2018-07-20,1228.75,1239.975
2018-07-23,1224.95,1236.2649999999999
2018-07-24,1228.35,1233.7
2018-07-25,1231.5,1231.71
2018-07-26,1228.25,1229.9450000000002
2018-07-27,1223.95,1228.17
2018-07-30,1223.8,1226.44
2018-07-31,1220.95,1225.255
2018-08-01,1219.0,1224.7050000000002
2018-08-02,1215.45,1224.4950000000003
2018-08-03,1216.3,1223.2500000000002
2018-08-06,1209.65,1221.72
2018-08-07,1212.35,1220.1200000000001
2018-08-08,1209.55,1217.925
2018-08-09,1214.35,1216.535
2018-08-10,1214.4,1215.58
2018-08-13,1200.35,1213.2350000000001
2018-08-14,1197.0,1210.84
2018-08-15,1182.0,1207.1399999999999
2018-08-16,1180.4,1203.6349999999998
2018-08-17,1178.4,1199.8449999999998
2018-08-20,1184.35,1197.315
2018-08-21,1190.95,1195.175
2018-08-22,1196.65,1193.885
2018-08-23,1192.35,1191.685
2018-08-24,1197.7,1190.015
2018-08-28,1212.25,1191.2050000000002
2018-08-29,1204.2,1191.9250000000002
2018-08-30,1197.3,1193.4550000000002
2018-08-31,1202.45,1195.6600000000003
2018-09-03,1200.05,1197.8250000000003
2018-09-04,1190.85,1198.4750000000001
2018-09-05,1196.7,1199.0500000000002
2018-09-06,1205.15,1199.9
2018-09-07,1198.9,1200.555
2018-09-10,1196.6,1200.4450000000002
2018-09-11,1189.85,1198.2050000000002
2018-09-12,1195.6,1197.345
2018-09-13,1209.8,1198.595
2018-09-14,1201.95,1198.545
2018-09-17,1201.9,1198.73
2018-09-18,1200.2,1199.6650000000002
2018-09-19,1203.3,1200.325
2018-09-20,1208.35,1200.645
2018-09-21,1198.7,1200.6250000000002
2018-09-24,1202.75,1201.2400000000002
2018-09-25,1201.9,1202.4450000000002
2018-09-26,1194.25,1202.31
2018-09-27,1185.4,1199.8700000000001
2018-09-28,1187.25,1198.4
2018-10-01,1189.35,1197.145
2018-10-02,1204.7,1197.595
2018-10-03,1201.2,1197.3850000000002
2018-10-04,1203.45,1196.8950000000002
2018-10-05,1203.8,1197.4050000000002
2018-10-08,1186.95,1195.8250000000003
2018-10-09,1185.55,1194.19
2018-10-10,1188.6,1193.6250000000002
2018-10-11,1205.55,1195.64
2018-10-12,1219.75,1198.89
2018-10-15,1229.95,1202.9500000000003
2018-10-16,1230.7,1205.5500000000002
2018-10-17,1229.05,1208.335
2018-10-18,1223.0,1210.29
2018-10-19,1227.85,1212.6950000000002
2018-10-22,1222.3,1216.23
2018-10-23,1235.95,1221.27
2018-10-24,1230.55,1225.465
2018-10-25,1230.8,1227.99
2018-10-26,1233.85,1229.4
2018-10-29,1230.8,1229.485
2018-10-30,1225.4,1228.9549999999997
2018-10-31,1214.95,1227.5449999999998
2018-11-01,1231.15,1228.36
2018-11-02,1232.1,1228.7849999999999
2018-11-05,1232.25,1229.78
2018-11-06,1231.6,1229.3449999999998
2018-11-07,1229.95,1229.285
2018-11-08,1224.15,1228.6200000000001
2018-11-09,1211.4,1226.375
2018-11-12,1205.55,1223.85
2018-11-13,1202.1,1221.52
2018-11-14,1203.25,1220.35
2018-11-15,1211.85,1218.42
2018-11-16,1222.4,1217.45
2018-11-19,1221.6,1216.385
2018-11-20,1223.0,1215.525
2018-11-21,1226.1,1215.1399999999999
2018-11-22,1227.05,1215.4299999999998
2018-11-23,1223.65,1216.655
2018-11-26,1223.4,1218.44
2018-11-27,1221.2,1220.35
2018-11-28,1213.25,1221.35
2018-11-29,1226.25,1222.79
2018-11-30,1217.55,1222.3049999999998
2018-12-03,1230.3,1223.1749999999997
2018-12-04,1240.3,1224.9049999999997
2018-12-05,1235.9,1225.8849999999998
2018-12-06,1242.55,1227.4349999999997
2018-12-07,1243.3,1229.3999999999996
2018-12-10,1245.35,1231.5949999999998
2018-12-11,1245.3,1234.0049999999997
2018-12-12,1245.75,1237.2549999999997
2018-12-13,1242.75,1238.9049999999995
2018-12-14,1235.35,1240.6849999999997
2018-12-17,1241.65,1241.8199999999997
2018-12-18,1246.3,1242.4199999999996
2018-12-19,1255.0,1244.3299999999997
2018-12-20,1259.75,1246.0499999999997
2018-12-21,1258.15,1247.5349999999999
2018-12-27,1268.0,1249.7999999999997
2018-12-28,1279.0,1253.1699999999998
2019-01-02,1282.9,1256.8849999999998
2019-01-03,1290.45,1261.655
2019-01-04,1279.9,1266.11
2019-01-07,1292.2,1271.165
2019-01-08,1286.45,1275.18
2019-01-09,1288.6,1278.5400000000002
2019-01-10,1291.9,1281.755
2019-01-11,1288.95,1284.8350000000003
2019-01-14,1292.75,1287.3100000000002
2019-01-15,1294.4,1288.8500000000001
2019-01-16,1292.3,1289.7900000000002
2019-01-17,1290.7,1289.815
2019-01-18,1284.2,1290.2450000000003
2019-01-21,1279.55,1288.98
2019-01-22,1282.1,1288.545
2019-01-23,1279.8,1287.665
2019-01-24,1283.7,1286.845
2019-01-25,1293.9,1287.34
2019-01-28,1302.15,1288.28
2019-01-29,1307.55,1289.5949999999998
2019-01-30,1310.7,1291.435
2019-01-31,1323.25,1294.69
2019-02-01,1318.7,1298.1399999999999
2019-02-04,1312.15,1301.4
2019-02-05,1314.2,1304.6100000000001
2019-02-06,1312.4,1307.8700000000001
2019-02-07,1310.0,1310.5
2019-02-08,1314.85,1312.595
2019-02-11,1306.4,1313.02
2019-02-12,1310.0,1313.265
2019-02-13,1312.8,1313.475
2019-02-14,1311.45,1312.295
2019-02-15,1316.55,1312.08
2019-02-18,1325.5,1313.415
2019-02-19,1334.15,1315.4099999999999
2019-02-20,1343.75,1318.5449999999998
2019-02-21,1331.25,1320.6699999999998
2019-02-22,1329.05,1322.0899999999997
2019-02-25,1331.05,1324.5549999999998
2019-02-26,1325.05,1326.0599999999997
2019-02-27,1322.85,1327.0649999999998
2019-02-28,1319.15,1327.8349999999996
2019-03-01,1311.95,1327.3749999999998
2019-03-04,1285.4,1323.3649999999998
2019-03-05,1283.8,1318.3299999999997
2019-03-06,1285.85,1312.5399999999997
2019-03-07,1285.3,1307.9449999999997
2019-03-08,1296.75,1304.7149999999997
2019-03-11,1292.75,1300.8849999999998
2019-03-12,1297.05,1298.0849999999998
2019-03-13,1306.95,1296.495
2019-03-14,1295.55,1294.1349999999998
2019-03-15,1303.5,1293.2899999999997
2019-03-18,1305.6,1295.31
2019-03-19,1307.7,1297.7
2019-03-20,1303.7,1299.4850000000001
2019-03-21,1309.6,1301.9150000000002
2019-03-22,1311.3,1303.3700000000001
2019-03-25,1319.55,1306.05
2019-03-26,1316.3,1307.975
2019-03-27,1309.7,1308.25
2019-03-28,1295.15,1308.21
2019-03-29,1295.4,1307.4
2019-04-01,1293.5,1306.19
2019-04-02,1290.3,1304.4499999999998
2019-04-03,1290.45,1303.1249999999998
2019-04-04,1283.15,1300.4799999999998
2019-04-05,1288.45,1298.195
2019-04-08,1300.0,1296.24
2019-04-09,1303.0,1294.91
2019-04-10,1305.45,1294.4850000000001
2019-04-11,1298.8,1294.85
2019-04-12,1294.3,1294.74
2019-04-15,1285.65,1293.955
2019-04-16,1276.35,1292.56
2019-04-17,1275.85,1291.1
2019-04-18,1275.7,1290.355
2019-04-23,1269.5,1288.46
2019-04-24,1271.65,1285.625
2019-04-25,1280.8,1283.405
2019-04-26,1284.2,1281.28
2019-04-29,1279.5,1279.35
2019-04-30,1282.3,1278.15
2019-05-01,1283.8,1277.965
2019-05-02,1270.95,1277.425
2019-05-03,1278.55,1277.695
2019-05-07,1281.2,1278.245
2019-05-08,1285.2,1279.815
2019-05-09,1286.1,1281.26
2019-05-10,1287.1,1281.89
2019-05-13,1295.6,1283.0300000000002
2019-05-14,1298.4,1284.92
2019-05-15,1299.1,1286.6000000000001
2019-05-16,1291.7,1287.3900000000003
2019-05-17,1280.8,1288.3750000000002
2019-05-20,1276.85,1288.2050000000004
2019-05-21,1271.15,1287.2000000000003
2019-05-22,1273.8,1286.06
2019-05-23,1283.65,1285.815
2019-05-24,1282.5,1285.355
2019-05-28,1278.3,1283.6249999999998
2019-05-29,1281.65,1281.9499999999998
2019-05-30,1280.95,1280.1349999999998
2019-05-31,1295.55,1280.5199999999998
2019-06-03,1317.1,1284.1499999999999
2019-06-04,1324.25,1288.8899999999999
2019-06-05,1335.05,1295.2799999999997
2019-06-06,1335.5,1301.4499999999998
2019-06-07,1340.65,1307.1499999999999
2019-06-10,1328.6,1311.7599999999998
2019-06-11,1324.3,1316.36
2019-06-12,1332.35,1321.4299999999998
2019-06-13,1335.9,1326.9249999999997
2019-06-14,1351.25,1332.495
2019-06-17,1341.3,1334.9149999999997
2019-06-18,1341.35,1336.6249999999998
2019-06-19,1344.05,1337.5249999999999
2019-06-20,1379.5,1341.9249999999997
2019-06-21,1397.15,1347.5749999999998
2019-06-24,1405.7,1355.2849999999999
2019-06-25,1431.4,1365.995
2019-06-26,1403.95,1373.155
2019-06-27,1402.5,1379.815
2019-06-28,1409.0,1385.59
2019-07-01,1390.1,1390.47
2019-07-02,1391.05,1395.44
2019-07-03,1413.5,1402.385
2019-07-04,1414.9,1405.925
2019-07-05,1388.65,1405.075
2019-07-08,1400.1,1404.5149999999999
2019-07-09,1391.55,1400.53
2019-07-10,1408.3,1400.9649999999997
2019-07-11,1413.75,1402.0899999999997
2019-07-12,1407.6,1401.9499999999998
2019-07-15,1412.4,1404.1799999999998
2019-07-16,1409.85,1406.06
2019-07-17,1410.35,1405.745
2019-07-18,1417.45,1406.0
2019-07-19,1439.7,1411.105
2019-07-22,1427.75,1413.8700000000001
2019-07-23,1425.55,1417.27
2019-07-24,1426.95,1419.1350000000002
2019-07-25,1416.1,1419.3700000000003
2019-07-26,1420.4,1420.65
2019-07-29,1419.05,1421.315
2019-07-30,1425.9,1422.92
2019-07-31,1427.55,1424.6399999999999
2019-08-01,1406.8,1423.5749999999998
2019-08-02,1441.75,1423.7799999999997
2019-08-05,1465.25,1427.5299999999997
2019-08-06,1465.25,1431.4999999999998
2019-08-07,1506.05,1439.4099999999996
2019-08-08,1495.75,1447.3749999999995
2019-08-09,1497.7,1455.1049999999998
2019-08-12,1504.7,1463.6699999999998
