Date,Value,USD_PM,bchain_10,lb_10
2017-01-05,994.67,1176.7,988.2899999999997,1148.74
2017-01-06,999.65,1175.85,995.2179999999996,1153.19
2017-01-07,896.83,1175.85,991.8669999999996,1157.315
2017-01-08,908.14,1175.85,986.3429999999996,1160.31
2017-01-09,910.49,1178.5,982.1769999999997,1163.5700000000002
2017-01-10,906.05,1189.5,976.9699999999996,1167.93
2017-01-11,785.22,1178.55,955.7199999999996,1171.1950000000002
2017-01-12,780.92,1205.05,932.2149999999996,1177.1100000000001
2017-01-13,826.29,1190.35,913.5019999999997,1181.045
2017-01-14,817.91,1190.35,882.6169999999996,1183.6550000000002
2017-01-15,819.55,1190.35,865.1049999999996,1185.02
2017-01-16,830.5,1203.0,848.1899999999996,1187.7350000000001
2017-01-17,903.84,1216.05,848.8909999999996,1191.7549999999999
2017-01-18,906.6,1214.75,848.7369999999995,1195.645
2017-01-19,895.798875,1196.05,847.2678874999996,1197.3999999999999
2017-01-20,893.6210875,1200.55,846.0249962499996,1198.5049999999997
2017-01-21,895.64,1200.55,857.0669962499996,1200.7049999999997
2017-01-22,918.603625,1200.55,870.8353587499996,1200.2549999999997
2017-01-23,922.0736125,1212.85,880.4137199999996,1202.5049999999997
2017-01-24,919.97,1216.8,890.6197199999995,1205.1499999999996
2017-01-25,893.045625,1195.0,897.9692824999995,1205.6149999999996
2017-01-26,915.95625,1189.7,906.5149074999994,1204.2849999999996
2017-01-27,915.05,1184.85,907.6359074999993,1201.1649999999997
2017-01-28,920.31225,1184.85,909.0071324999993,1198.1749999999997
2017-01-29,915.933,1184.85,911.0205449999994,1197.0549999999998
2017-01-30,912.19,1192.8,912.8774362499995,1196.28
2017-01-31,964.706075,1212.8,919.7840437499996,1197.5049999999999
2017-02-01,979.703875,1203.65,925.8940687499995,1197.815
2017-02-02,983.42,1221.95,932.0287074999994,1198.725
2017-02-03,1013.027,1215.2,941.3344074999995,1198.565
2017-02-04,1030.999413,1215.2,955.1297862999994,1200.5850000000003
2017-02-05,1034.07,1215.2,966.9411612999995,1203.1350000000002
2017-02-06,1024.01375,1226.75,977.8375362999996,1207.3250000000003
2017-02-07,1050.11,1231.0,990.8173112999997,1211.94
2017-02-08,1052.84,1242.1,1004.5080112999997,1217.6650000000002
2017-02-09,976.103,1236.8,1010.8993112999995,1222.065
2017-02-10,999.1035,1228.3,1014.3390537999994,1223.6150000000002
2017-02-11,997.59,1228.3,1016.1276662999995,1226.0800000000002
2017-02-12,1000.604625,1228.3,1017.8461287999995,1226.715
2017-02-13,999.877375,1222.25,1016.5311662999995,1227.4199999999998
2017-02-14,1001.2,1230.75,1013.5512249999996,1228.975
2017-02-15,1012.325988,1224.4,1011.3768237999997,1229.8949999999998
2017-02-16,1035.208125,1240.55,1012.4962612999996,1231.2749999999996
2017-02-17,1035.2,1241.95,1011.0052612999996,1232.3699999999997
2017-02-18,1056.637138,1241.95,1011.3849750999996,1232.3549999999998
2017-02-19,1052.779286,1241.95,1019.0526036999996,1232.87
2017-02-20,1050.87,1237.3,1024.2292536999998,1233.77
2017-02-21,1123.788429,1233.2,1036.8490965999997,1234.26
2017-02-22,1123.2231880000004,1236.65,1049.1109528999998,1235.095
2017-02-23,1130.01,1247.9,1062.1242153999997,1237.66
2017-02-24,1174.86625,1253.65,1079.4908403999998,1239.95
2017-02-25,1150.605714,1253.65,1093.3188129999996,1242.875
2017-02-26,1150.37,1253.65,1104.8350004999998,1244.185
2017-02-27,1190.75195,1257.2,1120.3901954999997,1245.71
2017-02-28,1187.565286,1255.6,1133.4830102999997,1247.075
2017-03-01,1190.89,1240.4,1147.2940816999994,1246.9199999999998
2017-03-02,1259.410817,1238.1,1168.1481633999997,1247.0
2017-03-03,1285.14,1226.5,1184.2833204999995,1246.33
2017-03-04,1287.0,1226.5,1200.6610016999996,1245.315
2017-03-05,1270.9333,1226.5,1214.7533316999995,1243.175
2017-03-06,1275.197375,1230.95,1224.7864441999996,1240.9050000000002
2017-03-07,1279.5,1216.65,1237.6758727999995,1237.2050000000002
2017-03-08,1157.3933,1209.2,1238.3782027999994,1232.7600000000002
2017-03-09,1192.469143,1206.55,1238.5499220999995,1227.6950000000002
2017-03-10,1192.09,1202.65,1239.0023934999995,1222.4
2017-03-11,1179.159875,1202.65,1237.8293809999993,1218.625
2017-03-12,1227.494625,1202.65,1234.6377617999992,1215.08
2017-03-13,1227.68,1204.2,1228.8917617999994,1212.85
2017-03-14,1245.370786,1204.6,1224.7288403999994,1210.66
2017-03-15,1257.399625,1198.8,1223.3754728999993,1207.8899999999999
2017-03-16,1257.0,1229.35,1221.5557353999993,1207.73
2017-03-17,1091.171888,1229.6,1202.7229241999994,1209.025
2017-03-18,952.2323625,1229.6,1182.2068304499994,1211.065
2017-03-19,967.69,1229.6,1159.7289161499996,1213.3700000000001
2017-03-20,1049.0844880000002,1232.4,1145.4283649499996,1216.345
2017-03-21,1118.630043,1241.6,1139.3753817499996,1220.2400000000002
2017-03-22,1113.0,1249.05,1127.9259192499997,1224.88
2017-03-23,1038.789,1247.5,1109.0368192499996,1229.21
2017-03-24,941.9197143,1247.5,1078.6917120799997,1233.5
2017-03-25,927.93,1247.5,1045.7447495799997,1238.3700000000001
2017-03-26,956.7863125,1247.5,1015.7233808299998,1240.185
2017-03-27,1037.22925,1257.55,1010.3291170299997,1242.98
2017-03-28,1041.04,1257.25,1019.2098807799997,1245.745
2017-03-29,1040.5755,1251.1,1026.4984307799998,1247.895
2017-03-30,1037.90455,1248.8,1025.3804369799996,1249.5349999999999
2017-03-31,1034.74,1244.85,1016.9914326799997,1249.86
2017-04-01,1086.929571,1244.85,1014.3843897799998,1249.44
2017-04-02,1099.169125,1244.85,1020.4224022799997,1249.175
2017-04-03,1079.99,1247.25,1034.2294308499997,1249.15
2017-04-04,1141.600363,1257.65,1055.5964671499996,1250.165
2017-04-05,1133.079314,1245.8,1073.2257672999997,1249.995
2017-04-06,1133.53,1252.5,1082.8558422999997,1249.49
2017-04-07,1190.45425,1266.45,1097.7972673,1250.41
2017-04-08,1181.149838,1266.45,1111.8547010999996,1251.9450000000002
2017-04-09,1184.03,1266.45,1126.4672460999998,1253.7100000000003
2017-04-10,1207.744875,1250.05,1143.7677336,1254.23
2017-04-11,1226.617038,1252.9,1157.7364802999998,1255.035
2017-04-12,1219.09,1274.3,1169.7285677999998,1257.98
2017-04-13,1180.023713,1284.15,1179.7319390999999,1261.6699999999998
2017-04-14,1185.260057,1284.15,1184.0979085,1264.32
2017-04-15,1170.36,1284.15,1187.8259770999998,1268.155
2017-04-16,1186.927413,1284.15,1193.1657183999998,1271.32
2017-04-17,1205.634875,1284.15,1194.6837808999996,1273.0899999999997
2017-04-18,1176.97,1278.95,1194.2657970999996,1274.3399999999997
2017-04-19,1217.930088,1279.05,1197.6558058999995,1275.5999999999997
2017-04-20,1241.686325,1282.1,1201.0499508999997,1278.8049999999998
2017-04-21,1236.63,1281.85,1202.0512470999995,1281.6999999999998
2017-04-22,1261.311225,1281.85,1206.2733695999993,1282.455
2017-04-23,1257.988113,1281.85,1214.0698095999992,1282.225
2017-04-24,1240.84,1269.4,1219.6278038999994,1280.75
2017-04-25,1279.414688,1267.8,1230.5332726999993,1279.115
2017-04-26,1309.109875,1261.85,1242.7515188999994,1276.885
2017-04-27,1288.02,1262.8,1250.9900313999995,1274.75
2017-04-28,1331.2944289999996,1266.45,1266.4224742999995,1273.5
2017-04-29,1334.9790380000004,1266.45,1278.1273692999996,1272.2400000000002
2017-04-30,1333.0,1266.45,1287.2587367999995,1270.6750000000002
2017-05-01,1417.172813,1266.45,1305.3130180999995,1269.1350000000002
2017-05-02,1452.076288,1255.45,1324.3895243999996,1266.4950000000003
2017-05-03,1447.55,1250.3,1343.3457130999996,1263.3400000000001
2017-05-04,1508.292125,1228.45,1370.0909255999995,1259.2450000000003
2017-05-05,1533.3350710000002,1228.05,1395.4829638999995,1255.2700000000002
2017-05-06,1518.75,1228.05,1416.4469763999994,1251.89
2017-05-07,1535.868429,1228.05,1441.2318192999994,1248.4150000000002
2017-05-08,1640.619225,1229.8,1472.1642988999995,1244.75
2017-05-09,1651.1,1220.4,1503.7763950999995,1240.145
2017-05-10,1762.88625,1222.95,1546.7650200999994,1235.7949999999998
2017-05-11,1820.990563,1223.15,1587.1467950999995,1231.4649999999997
2017-05-12,1829.0,1231.25,1624.8391662999995,1229.0449999999996
2017-05-13,1771.920013,1231.25,1657.2761675999996,1227.1399999999999
2017-05-14,1776.3165,1231.25,1684.0786050999995,1227.4199999999996
2017-05-15,1780.0,1233.3,1708.7450979999994,1227.9449999999997
2017-05-16,1739.031975,1234.2,1730.7732954999997,1228.56
2017-05-17,1807.485063,1257.4,1757.9349588999999,1231.495
2017-05-18,1783.98,1255.9,1772.2710364,1234.105
2017-05-19,1961.520488,1252.0,1803.3130852,1237.2649999999999
2017-05-20,2052.909788,1252.0,1832.315439,1240.1699999999998
2017-05-21,2008.84,1252.0,1851.1003827,1243.0549999999998
2017-05-22,2090.662313,1258.85,1877.2666140000001,1245.815
2017-05-23,2287.710288,1260.2,1928.8456415,1248.71
2017-05-24,2256.32,1252.55,1976.8459914999999,1250.84
2017-05-25,2387.206286,1256.95,2037.5666201,1253.2050000000002
2017-05-26,2211.976857,1265.05,2084.8611083,1256.29
2017-05-27,2279.82,1265.05,2132.094602,1257.0549999999998
2017-05-28,2192.9808,1265.05,2172.994682,1257.9699999999998
2017-05-29,2275.9307,1265.05,2204.4357032000003,1259.2749999999999
2017-05-30,2290.02,1262.7,2228.1467244000005,1260.3449999999998
2017-05-31,2285.933914,1266.2,2255.8561158,1261.7649999999999
2017-06-01,2399.242671,1264.85,2286.7141516,1262.365
2017-06-02,2409.93,1274.95,2298.9361228000002,1263.84
2017-06-03,2525.765158,1274.95,2325.8806386000006,1266.0800000000002
2017-06-04,2516.173143,1274.95,2338.7773243,1267.88
2017-06-05,2529.53,1279.95,2370.5326386,1269.3700000000003
2017-06-06,2883.313697,1293.5,2430.8820083,1272.2150000000004
2017-06-07,2664.920863,1291.0,2478.0760146000002,1274.8100000000004
2017-06-08,2683.03,1273.1,2518.7859445999998,1275.6150000000005
2017-06-09,2827.4913,1266.55,2572.5330746,1276.0000000000005
2017-06-10,2845.372857,1266.55,2628.4769688999995,1276.0350000000003
2017-06-11,2898.63,1266.55,2678.4157017999996,1276.2050000000002
2017-06-12,2657.675063,1266.4,2703.1902081,1275.35
2017-06-13,2748.185086,1262.0,2725.4322008999998,1274.0549999999998
2017-06-14,2706.0,1275.5,2744.4148866,1274.11
2017-06-15,2442.48025,1254.55,2735.7099116,1271.5699999999997
2017-06-16,2464.9598140000007,1255.4,2693.8745233,1267.7599999999998
2017-06-17,2477.94,1255.4,2675.176437,1264.1999999999996
2017-06-18,2507.389252,1255.4,2657.6123622000005,1262.4299999999996
2017-06-19,2617.210263,1248.15,2636.5842585,1260.5899999999997
2017-06-20,2600.0,1242.2,2612.0469728000003,1258.1549999999997
2017-06-21,2671.04325,1242.5,2589.2882978000002,1255.7499999999998
2017-06-22,2727.288013,1250.8,2596.2495928000003,1254.1899999999998
2017-06-23,2713.48,1255.7,2592.7790842000004,1253.56
2017-06-24,2589.164888,1255.7,2581.095573,1251.58
2017-06-25,2512.366286,1255.7,2588.0841766000003,1251.6950000000002
2017-06-26,2502.03,1245.25,2591.7911952,1250.68
2017-06-27,2517.903114,1249.55,2595.7875066,1250.095
2017-06-28,2585.349186,1248.0,2603.5834999999997,1249.355
2017-06-29,2558.3,1243.5,2597.6924737,1248.89
2017-06-30,2477.641375,1242.25,2585.4566111999998,1248.895
2017-07-01,2501.191343,1242.25,2568.4714204999996,1248.8700000000001
2017-07-02,2421.26,1242.25,2537.8686191999996,1248.015
2017-07-03,2561.225429,1229.25,2522.6431620999997,1245.3700000000001
2017-07-04,2599.729838,1223.75,2523.6996570999995,1242.175
2017-07-05,2598.89,1220.3,2532.3520284999995,1238.6349999999998
2017-07-06,2609.96775,1224.9,2543.1458034999996,1236.6
2017-07-07,2491.201214,1215.65,2540.4756135,1233.2099999999998
2017-07-08,2502.86,1215.65,2532.2266948999995,1229.975
2017-07-09,2536.238938,1215.65,2530.0205886999997,1227.1899999999998
2017-07-10,2366.170143,1211.9,2518.8734655,1224.1549999999997
2017-07-11,2327.09,1211.05,2501.4633311999996,1221.0349999999996
2017-07-12,2385.748571,1218.8,2497.9121883,1218.6899999999996
2017-07-13,2354.783417,1218.9,2477.267987099999,1217.6549999999995
2017-07-14,2338.49,1230.3,2451.144003299999,1218.3099999999995
2017-07-15,2058.9956,1230.3,2397.1545632999996,1219.3099999999995
2017-07-16,1931.2143,1230.3,2329.2792182999992,1219.8499999999995
2017-07-17,1910.96,1234.1,2271.2550968999994,1221.6949999999995
2017-07-18,2320.12225,1240.75,2252.9813218999993,1224.2049999999995
2017-07-19,2264.7657,1242.15,2225.8339980999995,1226.8549999999996
2017-07-20,2265.21,1238.7,2215.7379837999993,1229.5349999999996
2017-07-21,2682.195363,1248.55,2251.248520099999,1233.2849999999996
2017-07-22,2807.609857,1248.55,2293.4346486999993,1236.2599999999998
2017-07-23,2825.51,1248.55,2340.507306999999,1239.2249999999997
2017-07-24,2751.821029,1255.55,2381.840409899999,1241.7499999999995
2017-07-25,2560.997917,1254.4,2432.040641599999,1244.1599999999996
2017-07-26,2564.3,1248.1,2495.349211599999,1245.9399999999998
2017-07-27,2647.625,1261.1,2569.015711599999,1248.6399999999999
2017-07-28,2781.636583,1264.9,2615.167144899999,1251.0549999999998
2017-07-29,2784.8,1264.9,2667.170574899999,1253.3299999999997
2017-07-30,2745.955417,1264.9,2715.245116599999,1255.9499999999996
2017-07-31,2866.4316670000007,1267.55,2733.6687469999993,1257.8499999999997
2017-08-01,2862.9,1270.95,2739.1977612999995,1260.0899999999997
2017-08-02,2693.633983,1269.6,2726.0101595999995,1262.195
2017-08-03,2794.117717,1268.1,2730.2398283999996,1263.45
2017-08-04,2790.0,1257.7,2753.1400366999997,1263.7800000000002
2017-08-05,3218.115017,1257.7,2818.5215383999994,1264.7400000000002
2017-08-06,3252.562533,1257.7,2879.0152916999996,1264.4
2017-08-07,3210.2,1258.0,2921.8716333999996,1263.7100000000003
2017-08-08,3457.374333,1261.8,2989.1290667,1263.4
2017-08-09,3357.326317,1271.05,3050.2661566999996,1264.015
2017-08-10,3340.28,1284.4,3097.650989999999,1265.7000000000003
2017-08-11,3632.506667,1286.1,3174.6116566999995,1267.2150000000001
2017-08-12,3852.802914,1286.1,3290.5285498,1268.8650000000002
2017-08-13,3868.52,1286.1,3397.9687780999993,1270.6650000000002
2017-08-14,4282.992,1282.3,3547.2679780999993,1273.125
2017-08-15,4217.028329,1270.3,3647.1593092999988,1274.3849999999998
2017-08-16,4179.97,1272.75,3739.9000559999995,1275.8899999999999
2017-08-17,4328.725717,1285.15,3851.7526276999997,1278.6049999999998
2017-08-18,4130.440067,1295.8,3919.0592011,1282.0049999999997
2017-08-19,4104.71,1295.8,3993.7975694,1284.4799999999998
2017-08-20,4157.958033,1295.8,4075.5653727000004,1285.6199999999997
2017-08-21,4043.722,1292.9,4116.686906000001,1286.2999999999997
2017-08-22,3986.28,1284.2,4130.0346146,1286.1099999999997
2017-08-23,4174.95,1286.65,4160.6776146,1286.1649999999995
2017-08-24,4340.3167170000015,1289.0,4166.4100863,1286.8349999999996
2017-08-25,4331.77,1285.3,4177.884253400001,1288.3349999999996
2017-08-26,4360.513317,1285.3,4195.938585100001,1289.5899999999997
2017-08-27,4354.308333,1285.3,4198.496846700001,1289.6049999999996
2017-08-28,4339.05,1285.3,4219.357840000001,1288.5549999999996
2017-08-29,4607.98545,1318.65,4269.685385000001,1290.8399999999997
2017-08-30,4594.98785,1308.5,4313.3883667,1292.1099999999997
2017-08-31,4582.52,1311.75,4367.2681667,1293.9949999999997
2017-09-01,4911.740017,1320.4,4459.8141684,1297.6149999999996
2017-09-02,4580.3874799999985,1320.4,4500.3579164,1300.9899999999996
2017-09-03,4585.57,1320.4,4524.8832447,1304.1299999999997
2017-09-04,4344.098317,1333.1,4526.1160764,1308.9099999999996
2017-09-05,4488.7201399999985,1335.55,4538.9367587,1313.9349999999997
2017-09-06,4385.02,1337.85,4542.007925399999,1319.1899999999998
2017-09-07,4654.6585,1343.5,4573.568775399999,1325.0099999999998
2017-09-08,4310.750183,1346.25,4543.845248699999,1327.77
2017-09-09,4312.26,1346.25,4515.572463699999,1331.5449999999998
2017-09-10,4329.955,1346.25,4490.315963699999,1334.995
2017-09-11,4248.090017,1334.2,4423.950963699999,1336.375
2017-09-12,4198.59,1326.5,4385.771215699999,1336.9850000000001
2017-09-13,3961.271267,1327.55,4323.341342399998,1337.7
2017-09-14,3319.63,1324.55,4220.894510699998,1336.8449999999998
2017-09-15,3216.43,1322.85,4093.6654966999986,1335.575
2017-09-16,3763.62604,1322.85,4031.5261006999995,1334.075
2017-09-17,3746.060783,1322.85,3940.6663289999997,1332.01
2017-09-18,3678.53,1312.1,3877.4443106999997,1328.595
2017-09-19,3943.413333,1309.6,3840.5596439999995,1324.93
2017-09-20,3977.561667,1311.3,3805.3203106999995,1321.435
2017-09-21,3894.48,1292.1,3769.9593089999994,1317.225
2017-09-22,3637.50255,1294.8,3713.8505639999994,1314.0549999999998
2017-09-23,3776.3869,1294.8,3695.3621273,1310.78
2017-09-24,3777.62,1294.8,3741.1611273000003,1307.8049999999998
2017-09-25,3942.555,1293.3,3813.7736273,1304.85
2017-09-26,3910.307383,1300.05,3828.4417616,1302.5699999999997
2017-09-27,3881.0,1282.55,3841.9356832999997,1298.5399999999995
2017-09-28,4201.98905,1283.35,3894.2815883000003,1295.6649999999995
2017-09-29,4193.574667,1283.1,3919.2977217000007,1293.0149999999996
2017-09-30,4164.27,1283.1,3937.968555000001,1290.1949999999997
2017-10-01,4360.7229670000015,1283.1,3984.5928517000007,1289.2949999999996
2017-10-02,4386.88375,1273.7,4059.530971700001,1287.185
2017-10-03,4394.07,1271.25,4121.299281700001,1284.83
2017-10-04,4225.175,1274.25,4166.0547817000015,1282.775
2017-10-05,4338.852,1274.5,4205.684481700001,1280.895
2017-10-06,4318.58,1261.8,4246.511743400001,1277.0700000000002
2017-10-07,4376.191667,1261.8,4296.030910100001,1274.9950000000001
2017-10-08,4602.2808829999985,1261.8,4336.060093400001,1272.84
2017-10-09,4605.66,1278.75,4377.268626700001,1272.405
2017-10-10,4782.28,1291.4,4439.0696267,1273.235
2017-10-11,4819.485767,1289.25,4484.945906700001,1273.85
2017-10-12,4822.17,1290.25,4528.4745317,1275.5049999999997
2017-10-13,5563.806567000001,1299.6,4645.4481884,1278.3399999999997
2017-10-14,5739.438733,1299.6,4796.8745617,1280.8749999999998
2017-10-15,5825.99,1299.6,4945.5883617,1283.3849999999998
2017-10-16,5711.2058670000015,1303.3,5084.850948400001,1287.5349999999999
2017-10-17,5603.7129399999985,1284.75,5207.6030757,1289.83
2017-10-18,5594.66,1280.2,5306.840987400001,1291.67
2017-10-19,5727.6335,1286.4,5419.038337399999,1292.435
2017-10-20,5979.45984,1281.2,5538.7563214,1291.4150000000002
2017-10-21,5986.44,1281.2,5655.451744700001,1290.6100000000001
2017-10-22,5983.18455,1281.2,5771.553199700001,1289.7050000000004
2017-10-23,5876.079867,1274.9,5802.7805297,1287.2350000000001
2017-10-24,5900.59,1276.45,5818.895656400001,1284.9200000000003
2017-10-25,5669.622533,1275.0,5803.258909700001,1282.4600000000003
2017-10-26,5893.138417,1273.75,5821.452164700001,1279.5050000000003
2017-10-27,5889.82,1266.45,5850.062870700001,1277.6750000000004
2017-10-28,5776.69695,1266.45,5868.266565700001,1276.3000000000004
2017-10-29,6155.4340200000015,1266.45,5911.046617700001,1274.3050000000005
2017-10-30,6136.49,1272.0,5926.7496337,1273.3850000000004
2017-10-31,6388.6451670000015,1270.15,5966.9701504,1272.2800000000002
2017-11-01,6665.306683,1277.05,6035.182363700001,1271.8650000000002
2017-11-02,6751.98,1279.2,6122.772377000001,1272.2950000000003
2017-11-03,7197.72006,1267.2,6252.485383000001,1271.3700000000003
2017-11-04,7437.5433170000015,1267.2,6429.277461400002,1270.5900000000004
2017-11-05,7365.99,1267.2,6576.562619700002,1269.9350000000004
2017-11-06,6989.071667,1270.9,6686.487786400003,1270.3800000000003
2017-11-07,7092.127233,1275.6,6818.030814700003,1271.2950000000003
2017-11-08,7128.64,1284.0,6915.3514127000035,1273.0500000000002
2017-11-09,7158.03706,1284.8,7017.506118700003,1274.3300000000002
2017-11-10,6719.39785,1284.3,7050.581387000003,1275.7450000000001
2017-11-11,6569.22,1284.3,7040.972718700003,1276.47
2017-11-12,5716.301583,1284.3,6937.404877000003,1276.98
2017-11-13,6550.227533,1277.95,6872.655624300003,1278.0549999999998
2017-11-14,6493.63,1274.6,6778.264292600003,1278.7949999999998
2017-11-15,7301.42992,1282.2,6771.808284600003,1280.2949999999998
